"Gene"	"chromosome"	"start"	"end"	"gene_biotype"	"RealData"	"nRealBetter"
"PREX1"	"chr20"	47240790	47444420	"protein_coding"	1	81
"TOX2"	"chr20"	42543504	42698256	"protein_coding"	1	91
"GDAP1L1"	"chr20"	42875887	42909013	"protein_coding"	1	100
"ZNF831"	"chr20"	57766075	57834168	"protein_coding"	1	100
"CSE1L"	"chr20"	47662849	47713489	"protein_coding"	1	99
"IQSEC2"	"chrX"	53262058	53350522	"protein_coding"	1	95
"ATP8A1"	"chr4"	42410390	42659122	"protein_coding"	1	73
"ZNF576"	"chr19"	44100544	44105309	"protein_coding"	1	100
"BTN2A2"	"chr6"	26383324	26395102	"protein_coding"	1	97
"SLC17A3"	"chr6"	25833294	25882514	"protein_coding"	1	89
"COL21A1"	"chr6"	55921388	56258892	"protein_coding"	1	18
"GLO1"	"chr6"	38643701	38670917	"protein_coding"	1	94
"SLC35B3"	"chr6"	8413301	8435794	"protein_coding"	1	97
"EMC3"	"chr3"	10004221	10052800	"protein_coding"	1	98
"C16orf70"	"chr16"	67143861	67182442	"protein_coding"	1	88
"GPR18"	"chr13"	99906968	99913998	"protein_coding"	1	100
"TM9SF2"	"chr13"	100153671	100216260	"protein_coding"	1	98
"C17orf53"	"chr17"	42219274	42239844	"protein_coding"	1	96
"GRK4"	"chr4"	2965335	3042474	"protein_coding"	1	93
"MSTO1"	"chr1"	155579979	155718153	"protein_coding"	1	100
"TTF1"	"chr9"	135251008	135282209	"protein_coding"	1	100
"GTF3C4"	"chr9"	135545422	135570342	"protein_coding"	1	100
"DDX31"	"chr9"	135468384	135545788	"protein_coding"	1	91
"SRMS"	"chr20"	62172163	62178857	"protein_coding"	1	100
"PSD4"	"chr2"	113914902	113966973	"protein_coding"	1	100
"GRIA3"	"chrX"	122318006	122624766	"protein_coding"	1	69
"THOC2"	"chrX"	122734412	122866906	"protein_coding"	1	89
"RPL23"	"chr17"	37004118	37010096	"protein_coding"	1	99
"SH2D3A"	"chr19"	6752171	6767599	"protein_coding"	1	98
"TNFSF14"	"chr19"	6663148	6670599	"protein_coding"	1	100
"VASP"	"chr19"	46009837	46030241	"protein_coding"	1	97
"NAPB"	"chr20"	23355159	23402125	"protein_coding"	1	99
"PSMF1"	"chr20"	1093906	1160596	"protein_coding"	1	98
"DTD1"	"chr20"	18568537	18744561	"protein_coding"	1	88
"MKKS"	"chr20"	10381657	10414870	"protein_coding"	1	100
"MCM8"	"chr20"	5931298	5975852	"protein_coding"	1	97
"SIRPD"	"chr20"	1514897	1539489	"protein_coding"	1	100
"NCLN"	"chr19"	3185561	3209573	"protein_coding"	1	99
"HNRNPR"	"chr1"	23630264	23670829	"protein_coding"	1	83
"MAX"	"chr14"	65472892	65569413	"protein_coding"	1	95
"RALY"	"chr20"	32581452	32696114	"protein_coding"	1	94
"PSMB2"	"chr1"	36067185	36107445	"protein_coding"	1	95
"KLC1"	"chr14"	104028233	104167888	"protein_coding"	1	100
"PDCD2L"	"chr19"	34895289	34917073	"protein_coding"	1	99
"KIRREL2"	"chr19"	36346763	36358011	"protein_coding"	1	99
"EMG1"	"chr12"	7072408	7105520	"protein_coding"	1	93
"PLEKHG3"	"chr14"	65170820	65213610	"protein_coding"	1	99
"PRDM7"	"chr16"	90122974	90158480	"protein_coding"	1	100
"FAM78A"	"chr9"	134133463	134151934	"protein_coding"	1	100
"SLC10A3"	"chrX"	153715645	153719016	"protein_coding"	1	100
"MAP2K2"	"chr19"	4090319	4124126	"protein_coding"	1	94
"FGD3"	"chr9"	95709733	95798518	"protein_coding"	1	92
"BCL11B"	"chr14"	99635624	99737861	"protein_coding"	1	91
"RAP1B"	"chr12"	69004619	69054372	"protein_coding"	1	77
"TMEM175"	"chr4"	926175	952444	"protein_coding"	1	99
"PIN1"	"chr19"	9945933	9960358	"protein_coding"	1	97
"EMC1"	"chr1"	19542158	19578046	"protein_coding"	1	92
"UBR4"	"chr1"	19401000	19536770	"protein_coding"	1	36
"SLC35E1"	"chr19"	16660642	16683193	"protein_coding"	1	93
"UQCR11"	"chr19"	1597171	1605480	"protein_coding"	1	99
"TICAM1"	"chr19"	4815944	4831716	"protein_coding"	1	99
"METTL25"	"chr12"	82752276	82873015	"protein_coding"	1	65
"METTL16"	"chr17"	2308856	2415185	"protein_coding"	1	57
"SHFM1"	"chr7"	96110938	96339203	"protein_coding"	1	45
"STYXL1"	"chr7"	75625656	75677322	"protein_coding"	1	96
"LRFN1"	"chr19"	39797208	39805976	"protein_coding"	1	99
"PAICS"	"chr4"	57301907	57327534	"protein_coding"	1	99
"KDR"	"chr4"	55944644	55991756	"protein_coding"	1	100
"TUBGCP6"	"chr22"	50656118	50683421	"protein_coding"	1	99
"YWHAH"	"chr22"	32340447	32353590	"protein_coding"	1	99
"APOL3"	"chr22"	36536372	36562225	"protein_coding"	1	100
"RAC2"	"chr22"	37621301	37640488	"protein_coding"	1	100
"APOBEC3F"	"chr22"	39436609	39449915	"protein_coding"	1	100
"SPECC1"	"chr17"	19912657	20222339	"protein_coding"	1	1
"DOCK4"	"chr7"	111366166	111846466	"protein_coding"	1	18
"POT1"	"chr7"	124462440	124570037	"protein_coding"	1	82
"FOXP2"	"chr7"	113726382	114333827	"protein_coding"	1	10
"LRRC4"	"chr7"	127667124	127672160	"protein_coding"	1	100
"NDUFA5"	"chr7"	123177051	123198309	"protein_coding"	1	99
"MTX2"	"chr2"	177134123	177202753	"protein_coding"	1	100
"SNRPN"	"chr15"	25068794	25223870	"protein_coding"	1	82
"TWSG1"	"chr18"	9334765	9402418	"protein_coding"	1	98
"EIF2AK4"	"chr15"	40226347	40327797	"protein_coding"	1	89
"MYO5C"	"chr15"	52484519	52587995	"protein_coding"	1	91
"NARG2"	"chr15"	60711808	60771359	"protein_coding"	1	96
"ARPP19"	"chr15"	52839242	52862080	"protein_coding"	1	99
"VPS13C"	"chr15"	62144588	62352672	"protein_coding"	1	74
"PALLD"	"chr4"	169418217	169849608	"protein_coding"	1	46
"SPCS3"	"chr4"	177241115	177253396	"protein_coding"	1	100
"SERGEF"	"chr11"	17809595	18034709	"protein_coding"	1	24
"ILF3"	"chr19"	10764937	10803093	"protein_coding"	1	89
"DAD1"	"chr14"	23033805	23058175	"protein_coding"	1	100
"REEP5"	"chr5"	112212084	112258236	"protein_coding"	1	98
"ITFG1"	"chr16"	47188298	47498060	"protein_coding"	1	19
"FGF13"	"chrX"	137713735	138304939	"protein_coding"	1	39
"PHF10"	"chr6"	170104001	170124151	"protein_coding"	1	99
"EFCAB4B"	"chr12"	3715799	3873985	"protein_coding"	1	46
"PRKCSH"	"chr19"	11546109	11561783	"protein_coding"	1	99
"CDC16"	"chr13"	115000362	115038198	"protein_coding"	1	100
"THEM6"	"chr8"	143808621	143818345	"protein_coding"	1	99
"PVRL2"	"chr19"	45349432	45392485	"protein_coding"	1	87
"XPO7"	"chr8"	21777180	21864096	"protein_coding"	1	96
"FAM98C"	"chr19"	38893775	38899728	"protein_coding"	1	100
"SAFB2"	"chr19"	5587010	5624057	"protein_coding"	1	86
"COLGALT1"	"chr19"	17666403	17693971	"protein_coding"	1	91
"TULP4"	"chr6"	158733692	158932860	"protein_coding"	1	36
"MLLT1"	"chr19"	6212966	6279959	"protein_coding"	1	76
"NDUFA10"	"chr2"	240831867	240964819	"protein_coding"	1	100
"MAP1S"	"chr19"	17830051	17845325	"protein_coding"	1	98
"KLHDC7B"	"chr22"	50986462	50989451	"protein_coding"	1	100
"PGPEP1"	"chr19"	18451397	18480760	"protein_coding"	1	95
"ZBTB46"	"chr20"	62375019	62462597	"protein_coding"	1	100
"LSP1"	"chr11"	1874200	1913497	"protein_coding"	1	91
"CEP85"	"chr1"	26560691	26605299	"protein_coding"	1	86
"LAMA5"	"chr20"	60883011	60942368	"protein_coding"	1	100
"OSBPL2"	"chr20"	60813580	60871268	"protein_coding"	1	100
"POMT1"	"chr9"	134378289	134399193	"protein_coding"	1	100
"EIF2S3"	"chrX"	24072833	24096088	"protein_coding"	1	99
"ZNF317"	"chr19"	9251056	9274100	"protein_coding"	1	96
"DKC1"	"chrX"	153991031	154005964	"protein_coding"	1	100
"MPP1"	"chrX"	154006959	154049282	"protein_coding"	1	99
"ZNF331"	"chr19"	54024235	54083523	"protein_coding"	1	82
"ZNF236"	"chr18"	74534563	74682683	"protein_coding"	1	100
"NOL11"	"chr17"	65713949	65740647	"protein_coding"	1	94
"HSD17B3"	"chr9"	98997588	99064434	"protein_coding"	1	93
"HABP4"	"chr9"	99212483	99253618	"protein_coding"	1	98
"SLC35D2"	"chr9"	99082988	99145992	"protein_coding"	1	94
"UBA1"	"chrX"	47050260	47074527	"protein_coding"	1	97
"POLN"	"chr4"	2073645	2243848	"protein_coding"	1	74
"SYNE1"	"chr6"	152442819	152958936	"protein_coding"	1	2
"LATS1"	"chr6"	149979289	150039392	"protein_coding"	1	82
"ZNF341"	"chr20"	32319463	32380075	"protein_coding"	1	99
"GSE1"	"chr16"	85645015	85709810	"protein_coding"	1	100
"CAP1"	"chr1"	40505905	40538321	"protein_coding"	1	88
"RAB11FIP4"	"chr17"	29718642	29865236	"protein_coding"	1	33
"ZFYVE20"	"chr3"	15111580	15140670	"protein_coding"	1	100
"NR1H2"	"chr19"	50832910	50886239	"protein_coding"	1	91
"MGAT1"	"chr5"	180217541	180242652	"protein_coding"	1	99
"DIAPH1"	"chr5"	140894583	140998622	"protein_coding"	1	81
"NDFIP1"	"chr5"	141488070	141534005	"protein_coding"	1	99
"EXOC4"	"chr7"	132937829	133751342	"protein_coding"	1	3
"RARA"	"chr17"	38465444	38513094	"protein_coding"	1	79
"ZSCAN5A"	"chr19"	56732681	56879752	"protein_coding"	1	42
"ZNF132"	"chr19"	58944181	58951589	"protein_coding"	1	99
"ACTR10"	"chr14"	58666798	58701750	"protein_coding"	1	99
"PODNL1"	"chr19"	14042000	14064204	"protein_coding"	1	97
"ZSWIM4"	"chr19"	13906274	13943044	"protein_coding"	1	89
"ZNF20"	"chr19"	12203658	12251222	"protein_coding"	1	86
"CC2D1A"	"chr19"	14017014	14041692	"protein_coding"	1	99
"LRRC41"	"chr1"	46726868	46769280	"protein_coding"	1	88
"NUP210"	"chr3"	13357737	13461809	"protein_coding"	1	91
"TRIM22"	"chr11"	5710919	5758319	"protein_coding"	1	91
"EFR3A"	"chr8"	132916335	133025889	"protein_coding"	1	95
"PTCD3"	"chr2"	86333305	86369280	"protein_coding"	1	100
"MRPL35"	"chr2"	86426478	86440917	"protein_coding"	1	100
"PTPRE"	"chr10"	129705325	129884119	"protein_coding"	1	75
"PRKAA1"	"chr5"	40759481	40798476	"protein_coding"	1	99
"EEFSEC"	"chr3"	127872297	128127485	"protein_coding"	1	46
"PNISR"	"chr6"	99845927	99873207	"protein_coding"	1	95
"DDC"	"chr7"	50526134	50633154	"protein_coding"	1	82
"ANKRD17"	"chr4"	73939093	74124515	"protein_coding"	1	75
"SLC52A1"	"chr17"	4935895	4955304	"protein_coding"	1	92
"GPS2"	"chr17"	7214643	7218883	"protein_coding"	1	100
"FLOT2"	"chr17"	27206353	27224697	"protein_coding"	1	93
"TERF2"	"chr16"	69389464	69442474	"protein_coding"	1	87
"DAP3"	"chr1"	155657751	155708801	"protein_coding"	1	100
"KIAA0907"	"chr1"	155882834	155904191	"protein_coding"	1	100
"MMACHC"	"chr1"	45965725	45976739	"protein_coding"	1	98
"LPIN3"	"chr20"	39969560	39989222	"protein_coding"	1	100
"ZSWIM3"	"chr20"	44486256	44507761	"protein_coding"	1	100
"SERINC3"	"chr20"	43124862	43150750	"protein_coding"	1	100
"DMGDH"	"chr5"	78293438	78531861	"protein_coding"	1	58
"KANK4"	"chr1"	62702651	62785085	"protein_coding"	1	63
"PDE6A"	"chr5"	149237519	149324356	"protein_coding"	1	87
"CDK8"	"chr13"	26828276	26979375	"protein_coding"	1	94
"DSTYK"	"chr1"	205111632	205180727	"protein_coding"	1	100
"COG6"	"chr13"	40229764	40365802	"protein_coding"	1	93
"EPSTI1"	"chr13"	43460524	43566407	"protein_coding"	1	97
"STOML3"	"chr13"	39540062	39565203	"protein_coding"	1	100
"SLC39A11"	"chr17"	70642088	71088851	"protein_coding"	1	1
"BTBD2"	"chr19"	1985447	2034880	"protein_coding"	1	87
"ANKRD32"	"chr5"	93954052	94075141	"protein_coding"	1	89
"MACROD1"	"chr11"	63766030	63933578	"protein_coding"	1	40
"PDZD2"	"chr5"	31639517	32111037	"protein_coding"	1	27
"MORC2"	"chr22"	31321117	31364284	"protein_coding"	1	96
"LARGE"	"chr22"	33558212	34318829	"protein_coding"	1	14
"C1QTNF6"	"chr22"	37576207	37595425	"protein_coding"	1	100
"ADCK2"	"chr7"	140372953	140396061	"protein_coding"	1	100
"AGAP3"	"chr7"	150782918	150841523	"protein_coding"	1	92
"ZNF767"	"chr7"	149244245	149321843	"pseudogene"	1	86
"C12orf29"	"chr12"	88427623	88443937	"protein_coding"	1	100
"ATP13A3"	"chr3"	194123401	194219093	"protein_coding"	1	87
"IPO8"	"chr12"	30781922	30848920	"protein_coding"	1	81
"LARS"	"chr5"	145492601	145562223	"protein_coding"	1	90
"IMPA1"	"chr8"	82570196	82598928	"protein_coding"	1	99
"LRRCC1"	"chr8"	86019382	86058311	"protein_coding"	1	98
"SWAP70"	"chr11"	9685624	9774538	"protein_coding"	1	70
"LYVE1"	"chr11"	10578513	10633236	"protein_coding"	1	87
"AMPD3"	"chr11"	10329860	10529126	"protein_coding"	1	28
"MICAL2"	"chr11"	12115543	12285334	"protein_coding"	1	37
"ZFC3H1"	"chr12"	72003252	72061505	"protein_coding"	1	85
"TMEM66"	"chr8"	29920528	29940723	"protein_coding"	1	100
"C14orf159"	"chr14"	91526677	91691976	"protein_coding"	1	89
"NUMB"	"chr14"	73741815	73930348	"protein_coding"	1	83
"COX16"	"chr14"	70791798	70826448	"protein_coding"	1	98
"LOXL2"	"chr8"	23154702	23282841	"protein_coding"	1	87
"ELP3"	"chr8"	27947190	28048673	"protein_coding"	1	90
"CTIF"	"chr18"	46065417	46389588	"protein_coding"	1	73
"MBD2"	"chr18"	51679079	51751158	"protein_coding"	1	98
"IER3IP1"	"chr18"	44681413	44702745	"protein_coding"	1	100
"ARL8B"	"chr3"	5163905	5222596	"protein_coding"	1	96
"EDEM1"	"chr3"	5229331	5261642	"protein_coding"	1	99
"DPH6"	"chr15"	35509546	35838394	"protein_coding"	1	52
"PRPF38B"	"chr1"	109234945	109244425	"protein_coding"	1	99
"VAV3"	"chr1"	108113782	108507766	"protein_coding"	1	2
"SPIRE1"	"chr18"	12446511	12658133	"protein_coding"	1	86
"PPHLN1"	"chr12"	42632249	42853517	"protein_coding"	1	42
"YWHAQ"	"chr2"	9724101	9771143	"protein_coding"	1	98
"ROCK2"	"chr2"	11319887	11488456	"protein_coding"	1	67
"IAH1"	"chr2"	9613787	9636672	"protein_coding"	1	100
"CDC73"	"chr1"	193091147	193223031	"protein_coding"	1	100
"CRB1"	"chr1"	197170592	197447585	"protein_coding"	1	100
"KIAA1468"	"chr18"	59854491	59974355	"protein_coding"	1	100
"FBXO18"	"chr10"	5931535	5979556	"protein_coding"	1	94
"IL2RA"	"chr10"	6052652	6104288	"protein_coding"	1	95
"CCNH"	"chr5"	86687311	86708836	"protein_coding"	1	98
"TMEM241"	"chr18"	20777108	21017925	"protein_coding"	1	90
"KCTD1"	"chr18"	24034874	24237365	"protein_coding"	1	88
"CABLES1"	"chr18"	20714528	20840431	"protein_coding"	1	97
"SOX5"	"chr12"	23682440	24103966	"protein_coding"	1	8
"GNL2"	"chr1"	38032417	38061536	"protein_coding"	1	91
"AGO4"	"chr1"	36273773	36323491	"protein_coding"	1	86
"BTF3L4"	"chr1"	52521797	52556388	"protein_coding"	1	95
"PRPF38A"	"chr1"	52870236	52886511	"protein_coding"	1	98
"RNF138"	"chr18"	29671818	29711524	"protein_coding"	1	100
"ELP2"	"chr18"	33709407	33757909	"protein_coding"	1	100
"FHOD3"	"chr18"	33877677	34360018	"protein_coding"	1	67
"CLOCK"	"chr4"	56294070	56413305	"protein_coding"	1	87
"DZIP1"	"chr13"	96230457	96296957	"protein_coding"	1	98
"BIVM"	"chr13"	103451399	103493885	"protein_coding"	1	100
"TPP2"	"chr13"	103249353	103331521	"protein_coding"	1	99
"ARHGAP32"	"chr11"	128834955	129149219	"protein_coding"	1	9
"WDR36"	"chr5"	110427414	110466200	"protein_coding"	1	96
"OSTF1"	"chr9"	77703459	77762181	"protein_coding"	1	99
"UBQLN1"	"chr9"	86274878	86323118	"protein_coding"	1	96
"ANXA1"	"chr9"	75766673	75785309	"protein_coding"	1	100
"ADAM19"	"chr5"	156822542	157002783	"protein_coding"	1	73
"FBXO21"	"chr12"	117581146	117628336	"protein_coding"	1	100
"TMEM243"	"chr7"	86825478	86849903	"protein_coding"	1	100
"ANKRD6"	"chr6"	90142889	90343553	"protein_coding"	1	42
"MAP3K7"	"chr6"	91223292	91296764	"protein_coding"	1	85
"PRR5L"	"chr11"	36317838	36486754	"protein_coding"	1	40
"TROAP"	"chr12"	49717019	49725514	"protein_coding"	1	100
"TFCP2"	"chr12"	51487446	51566926	"protein_coding"	1	76
"ZC3H10"	"chr12"	56511943	56516278	"protein_coding"	1	100
"LTV1"	"chr6"	144164481	144184949	"protein_coding"	1	99
"MAP7"	"chr6"	136663875	136871957	"protein_coding"	1	35
"CD164"	"chr6"	109687717	109703762	"protein_coding"	1	98
"MICAL1"	"chr6"	109765265	109787171	"protein_coding"	1	97
"STX11"	"chr6"	144471663	144509507	"protein_coding"	1	94
"KLHL36"	"chr16"	84682131	84701292	"protein_coding"	1	100
"EGLN1"	"chr1"	231499497	231560790	"protein_coding"	1	100
"RNASEL"	"chr1"	182542769	182558391	"protein_coding"	1	100
"DHX9"	"chr1"	182808504	182856886	"protein_coding"	1	100
"CEP350"	"chr1"	179923873	180084015	"protein_coding"	1	100
"TTLL4"	"chr2"	219575568	219620139	"protein_coding"	1	100
"CYP27A1"	"chr2"	219646472	219680016	"protein_coding"	1	100
"CAB39"	"chr2"	231577560	231685790	"protein_coding"	1	100
"TSGA10"	"chr2"	99613724	99771427	"protein_coding"	1	100
"GCC2"	"chr2"	109065017	109125871	"protein_coding"	1	100
"ANKRD36"	"chr2"	97779233	97930258	"protein_coding"	1	100
"ARHGEF4"	"chr2"	131594489	131804836	"protein_coding"	1	100
"ALDH1L2"	"chr12"	105413568	105478355	"protein_coding"	1	89
"USP44"	"chr12"	95910336	95945266	"protein_coding"	1	95
"KIAA1033"	"chr12"	105501102	105562912	"protein_coding"	1	85
"TBC1D4"	"chr13"	75858808	76056250	"protein_coding"	1	90
"PHF11"	"chr13"	50069746	50103123	"protein_coding"	1	100
"COG3"	"chr13"	46039060	46110765	"protein_coding"	1	100
"LMO7"	"chr13"	76194570	76434004	"protein_coding"	1	91
"CHST12"	"chr7"	2443223	2474242	"protein_coding"	1	97
"IGF2BP3"	"chr7"	23349828	23510086	"protein_coding"	1	65
"RAPGEF5"	"chr7"	22157856	22396763	"protein_coding"	1	52
"RAC1"	"chr7"	6414154	6443608	"protein_coding"	1	99
"ZDHHC4"	"chr7"	6617065	6629005	"protein_coding"	1	99
"HUS1"	"chr7"	47735328	48019178	"protein_coding"	1	33
"TTC5"	"chr14"	20724717	20774153	"protein_coding"	1	97
"CALCOCO2"	"chr17"	46908350	46943884	"protein_coding"	1	90
"MRPL47"	"chr3"	179306073	179322442	"protein_coding"	1	100
"TRA2B"	"chr3"	185633694	185655924	"protein_coding"	1	100
"MARCH7"	"chr2"	160569000	160627538	"protein_coding"	1	100
"GALNT5"	"chr2"	158114110	158170723	"protein_coding"	1	100
"TANK"	"chr2"	161993419	162092732	"protein_coding"	1	100
"UGGT1"	"chr2"	128848774	128953251	"protein_coding"	1	100
"GYPC"	"chr2"	127413509	127454246	"protein_coding"	1	100
"STAM"	"chr10"	17686124	17757913	"protein_coding"	1	95
"ABI1"	"chr10"	27035522	27150016	"protein_coding"	1	96
"DNAJC1"	"chr10"	22045466	22292698	"protein_coding"	1	57
"KIAA0368"	"chr9"	114122972	114247025	"protein_coding"	1	94
"SMC2"	"chr9"	106856541	106903698	"protein_coding"	1	99
"STX17"	"chr9"	102668915	102732618	"protein_coding"	1	95
"USP20"	"chr9"	132596977	132644107	"protein_coding"	1	100
"GARNL3"	"chr9"	129986544	130155939	"protein_coding"	1	87
"GABBR2"	"chr9"	101050391	101471479	"protein_coding"	1	41
"HEMGN"	"chr9"	100689073	100707138	"protein_coding"	1	100
"ANP32B"	"chr9"	100745643	100778225	"protein_coding"	1	100
"PLAA"	"chr9"	26904081	26947461	"protein_coding"	1	98
"APTX"	"chr9"	32972604	33025166	"protein_coding"	1	96
"CD72"	"chr9"	35609530	35646807	"protein_coding"	1	99
"DENND4C"	"chr9"	19230433	19374139	"protein_coding"	1	84
"FOXP4"	"chr6"	41514164	41570122	"protein_coding"	1	91
"KLC4"	"chr6"	43008515	43042837	"protein_coding"	1	95
"KIF13A"	"chr6"	17759414	17987854	"protein_coding"	1	28
"CMTR1"	"chr6"	37400995	37450603	"protein_coding"	1	89
"SLC22A23"	"chr6"	3269196	3457256	"protein_coding"	1	38
"TCF19"	"chr6"	31126319	31134936	"protein_coding"	1	99
"FAM8A1"	"chr6"	17600586	17611950	"protein_coding"	1	100
"CPEB2"	"chr4"	15004298	15071777	"protein_coding"	1	94
"MYO7A"	"chr11"	76839310	76926284	"protein_coding"	1	62
"ARRB1"	"chr11"	74975226	75062873	"protein_coding"	1	72
"PRKRIR"	"chr11"	76061000	76092015	"protein_coding"	1	96
"CCDC90B"	"chr11"	82970139	82997450	"protein_coding"	1	96
"RAB30"	"chr11"	82684175	82782965	"protein_coding"	1	62
"TGS1"	"chr8"	56685701	56738007	"protein_coding"	1	97
"SDCBP"	"chr8"	59465483	59495419	"protein_coding"	1	98
"NEK1"	"chr4"	170314426	170533780	"protein_coding"	1	77
"RDX"	"chr11"	110045605	110167447	"protein_coding"	1	50
"FDX1"	"chr11"	110300607	110335605	"protein_coding"	1	91
"CASP5"	"chr11"	104864962	104893895	"protein_coding"	1	95
"UNC13C"	"chr15"	54305101	54920806	"protein_coding"	1	23
"CTDSPL2"	"chr15"	44719432	44821236	"protein_coding"	1	92
"KIF23"	"chr15"	69706585	69740764	"protein_coding"	1	97
"CASC5"	"chr15"	40886218	40956540	"protein_coding"	1	94
"RTF1"	"chr15"	41700606	41775761	"protein_coding"	1	94
"PAQR5"	"chr15"	69591286	69700119	"protein_coding"	1	94
"RMDN3"	"chr15"	41028082	41048049	"protein_coding"	1	100
"SMAD6"	"chr15"	66994566	67074338	"protein_coding"	1	98
"PAK6"	"chr15"	40509629	40569688	"protein_coding"	1	98
"GIPC2"	"chr1"	78445226	78604133	"protein_coding"	1	25
"ARHGAP29"	"chr1"	94614544	94740624	"protein_coding"	1	47
"IFT172"	"chr2"	27667238	27712656	"protein_coding"	1	97
"HADHB"	"chr2"	26466038	26513336	"protein_coding"	1	95
"THUMPD2"	"chr2"	39963200	40006407	"protein_coding"	1	98
"RAB1A"	"chr2"	65297835	65357240	"protein_coding"	1	100
"PREB"	"chr2"	27353624	27357543	"protein_coding"	1	100
"PREPL"	"chr2"	44543420	44589001	"protein_coding"	1	97
"SLC3A1"	"chr2"	44502599	44548633	"protein_coding"	1	96
"FBXO11"	"chr2"	48016455	48132932	"protein_coding"	1	79
"DTNB"	"chr2"	25600067	25896503	"protein_coding"	1	33
"ATAD1"	"chr10"	89511269	89601100	"protein_coding"	1	96
"ARL3"	"chr10"	104433488	104474164	"protein_coding"	1	99
"FAM149B1"	"chr10"	74927924	75004262	"protein_coding"	1	93
"NCOA4"	"chr10"	51565108	51590734	"protein_coding"	1	100
"ZNF365"	"chr10"	64133951	64431771	"protein_coding"	1	51
"CARF"	"chr2"	203776937	203851786	"protein_coding"	1	100
"CDK15"	"chr2"	202655184	202760273	"protein_coding"	1	100
"PPIG"	"chr2"	170440850	170497916	"protein_coding"	1	100
"HECW2"	"chr2"	197059094	197458416	"protein_coding"	1	100
"OLA1"	"chr2"	174937175	175113426	"protein_coding"	1	100
"WDR12"	"chr2"	203739505	203879521	"protein_coding"	1	100
"ITGAV"	"chr2"	187454792	187545628	"protein_coding"	1	100
"DIRC2"	"chr3"	122513642	122599986	"protein_coding"	1	83
"SENP7"	"chr3"	101043049	101232085	"protein_coding"	1	75
"VWA9"	"chr15"	65871091	65903627	"protein_coding"	1	98
"HERC3"	"chr4"	89442199	89629693	"protein_coding"	1	74
"HERC6"	"chr4"	89299891	89364263	"protein_coding"	1	97
"C4orf21"	"chr4"	113460492	113558151	"protein_coding"	1	91
"AP1AR"	"chr4"	113152893	113191203	"protein_coding"	1	97
"HNRNPD"	"chr4"	83273651	83295656	"protein_coding"	1	100
"RASGEF1B"	"chr4"	82347547	82965397	"protein_coding"	1	30
"G3BP2"	"chr4"	76567966	76649709	"protein_coding"	1	94
"CCNG2"	"chr4"	78078304	78354542	"protein_coding"	1	59
"CDKL2"	"chr4"	76503215	76555900	"protein_coding"	1	95
"CENPE"	"chr4"	104026963	104119566	"protein_coding"	1	95
"INTS12"	"chr4"	106603784	106817143	"protein_coding"	1	77
"HADH"	"chr4"	108910870	108956331	"protein_coding"	1	95
"PAPSS1"	"chr4"	108511433	108641608	"protein_coding"	1	89
"PPP3CA"	"chr4"	101944566	102269435	"protein_coding"	1	58
"FBN2"	"chr5"	127593601	127994878	"protein_coding"	1	31
"FGD4"	"chr12"	32552463	32798984	"protein_coding"	1	23
"AEBP2"	"chr12"	19556979	19873735	"protein_coding"	1	12
"ETNK1"	"chr12"	22778009	22843599	"protein_coding"	1	91
"TMEM117"	"chr12"	44229770	44783545	"protein_coding"	1	4
"SCAF11"	"chr12"	46312914	46385903	"protein_coding"	1	84
"TMTC3"	"chr12"	88536073	88593664	"protein_coding"	1	88
"TMEM132B"	"chr12"	125671382	126146917	"protein_coding"	1	100
"GIT2"	"chr12"	110367607	110434194	"protein_coding"	1	84
